uid	iids
649	6380,4741,915,6487,1922,1020,2004,5103,2339,7505,9090,9500,7130,9716,1772,1909,3009,1649,5621,2619,12135,10793,10793,3653,13508
650	1003,2846,3428,12511,12917,12913,10055,10055,10441,10519,10868,10441,10519,10868,5101,5025,11547,9499,12749,13242,12214,66,12283,12798,6378,9916,9916,12209,324,2971,3428,13836,7207,5463,4867,1949,8773,5102,6561,9899,9899,11609,9009,7895,13275,13772,10319,10319,11855,12197,13778,17822,14147,13686,15227,13931,14911,13974,13916,15153,18279,14748,16184,15150,15916,2378,10321,10321,15112,16483,14808,15136,15929,16055,15151,16406,17308,14461,16661,18696,18699,19274,5273,14819,15895,17567,17241,18500,18156,18876,15067,16807,17219,19702,10045,10045,19097,20271,20524,9177,20280,9033,20465,20506,7378,20127,15298,19056,19060,19148,20523,20322,18668,20137,19964,20295,15088,19964,20520
651	5105,8945,6328,7989,66,4817,5562,9073,1037,3662,995,7195,6757,12258,8525,14174,14943,13907,19499,15727,14906,15350,16489,480,2365,16620,16508,16395,20390
652	2836,150,605,840,352,5463,2391,1516,3894,4908,6073,3342,910,1149,317,4397,4383,3953,3937,4933,6370,1610,6743,2350,4264,4212,312,2013,3113,6201,2438,6235,4303,5878,6743,3338,5519,4375,6513,4998,6525,6774,6889,5461,4480,7318,5552,7339,4860,7126,2547,7262,5042,1124,1975,4434,7825,8286,8241,4915,7559,8067,4918,7475,7584,618,5235,8762,1470,2767,3423,3169,8941,11346,8962,8534,4561,8969,5782,2306,200,9822,9822,8663,5040,5075,10628,10628,11353,12001,5013,8363,9344,5686,12781,12370,12592,12846,13022,3311,3326,12478,13189,15127,15305,15024,15638,16562,19123,9960,9960
653	5075,5866,6119,130,12361,13378,9911,9911,6013,10436,10436,13895,1611,3717,1160,10431,10431,511,1078,441,846,2271,6492,1255,3450,4151,4566,6305,14908,4436,12754,13034,14488,762,842,1526,5143,698,4181,9654,15120,2109,10921,8185,11852,4327,2807,738,757,9463,15589,868,14018,16508,816,15294,2317,13600,17456,2175,10104,10104,15830,9104,67,7856,7136,2572,6152,142,2908,16715,19649,19758,19796,1516,2949,5348,10292,10292,19949,145,5397,18655,1000,6187,20184,174,4368,4736,16232,16504,9438,12157,15139
654	11554,6709,6120,6914,7729,8282,14556,444,14476,1982,12837,7340,7273,15006,11629,17041,8889,9367,9543,9937,9937,6183,11710,17215,9311,4764,295,10444,10444,13803,266,7839,11112,12275,14168,20382,3493,5703,7954,10668,10668,16108,17434,17398,17586,5448,7330,2403,2513,3278,3424,15832,6963,17082,13855,14076,4926,6442,7194,10648,10648,10981,15962,797,1083,13222,1070,7376,12769,17850,915,17435,17476,20513,14322,8226,6127,16971,15938,432,7817,15938,18633,1747,10944,12209,6253,6524,12578,12326,18607,4943,8841,13461,5445,13598,10096,9761,4946,14259,10247,10247,17471,12444,4476,8830,68,5892,3381,5425,16584,17448,5676,14864,16260,20358,4832,16269,18865
655	4082,4393,5397,4296,4358,4918,5420,11325,4366,4836,5464,5309,4053,5461,8730,9777,7952,3691,3695,4370,3725,5365,3951,148,717,3657,3838,4293,4343,4846,68,3035,4890,5231,5361,250,3239,4345,4366,1356,4851,3653,4967,5863,11056,5672,5878,4855,196,5993,6180,6375,5595,4966,4905,4992,6936,4998,5042,7686,3389,10524
656	69,633,666,959,1158,2482,2825,6716,9642,9895,9895,11103,12474,12473,12476,12649,12650,13153,13448,13493,13586,13858,14237,14382,14401,14495,14555,14560,14586,14624,14692,14698,14763,14781,14833,14994,15222,15731,15864,15933,16025,16027,16929,17079,17120,17131,17201,17236,2091,11140,12994,13930,14699,15157,16519,16623,16652,17913,18456,18589,18594,6856,9898,9898,11327,13017,13890,16140,16301,17124,17210,17734,243,499,965,2640,3171,4615,5041,8798,10949,12275,12386,12518,14024,14310,14312,14319,14326,14463,14462,14949,15007,15526,15615,15679,15855,16315,18651,4366,6602,11142,13597,13974,14091,14092,17119,18892,6956,14605,18896,19041,7270,12968,14618,8420,14559,17918,7909,14857,2305,3081,17200,18759,19190,19199,19234,19673,3620,17989,17991,18253
657	13755,14953,93,338,1112,1902,3648,3937,534,116,3114,12281,12366,12927,13494,13621,19507,92,312,1951,3328,10184,10184,15964,9849,9849,16620,7354,15151,13767,15350,16177,284,17635,10981,200,200,9822,9822,9822,9822,17685,1547,6884,11483,19976,1982,16146,17327,5081,8841,19615,20256,9864,9864,803,1449,2770,2814,3256,6687,8754,9717,14802,14804,17221,16545,16559,14338,17523,17939,914,2781,5241,10227,10227,2647,78,5347,3173,3264,3788,17605,5113,4359,7298,8965,8965,1895,14378,4565,4565,3878,2428,1477,1477,3012,3599,3599,17083,125,10875,10875,240,16031,1369,1369,1369,1369,1369,250,226,3917,19591,19642,13009,19674,19457,399,19855,3029,19857,18866,19516,20050,8994,20319,20460,20509,3706,1416,2377,1178,12985,15689,2585
658	774,2781,2856,5169,6426,6667,159,126,4359,7486,3264,637,3156,7569,8851,11451,3869,5364,1699,260,5861,8348,70,4886,6107,3764,4848,7227,1519,2877,136,1782,78,1178,1472,1483,2347,2350,2377,2589,4710,1416,1909,247,288,9044,5032,526,556,2722,7505,9129,5042,5107,2916,4931,5054,7636,8097,223,4357,9771,526,10322,10322,248,5078,1414,5084,10625,10625,5045,6002,10184,10184,1999,4471,11645,8312,11112,20382
659	2390,2169,70,252,586,3173,3764,4331,1178,1483,2347,2350,2377,2589,4431,4710,8071,1316,1909,2709,3009,3706,4864,1747,1790,4351,539,534,587,556,2994,5222,216,682,2051,2796,2825,200,223,5158,9822,9822,946,1005,7087,2160,188,3493,3742,4715,5703,6086,1905,1905,1905,1905,1905,174,2734,3524,4887,2908,4902,4915,4366,4851,4863,20235,5893,6387,6382,3868,4053,4862,8730,9777,3075,5980
660	398,2370,4175,6506,10542,10542,11506,11691,12168,12706,15859,16981,17084,18140,18259,18934,7611,79,203,249,2827,3174,3548,4619,4906,4906,5350,6884,6884,7222,7998,13037,14779,18357,18644,18952,19772,19774,20082,552,1790,1996,3019,3183,3918,7896,8410,8464,8735,9203,10919,11007,11561,11756,12033,18970,19975,713,2173,3175,4399,9056,9058,9307,14827,15695,16557,17526,19690,340,8444,1628,12338,20209,7073,19699,71,196,16964,18827,20122,5800,5803,11682,12963,20168,1923,5182,15069,20333,15667,20715,17961,19990,12148,18997,20127,5015
661	71,194,336,776,1178,1416,1472,1909,2201,2394,2515,3132,4045,4224,4575,4776,4916,5558,5729,5794,5896,5991,6370,6487,6607,6693,7067,7128,7234,7239,7343,7373,7455,7468,7554,7627,7692,7870,7940,7959,8022,8039,8046,8230,8244,8317,8572,8778,8811,8846,8870,8902,9144,9390,9440,9589,9596,9638,9765,9940,10210,10373,10656,9940,10210,10373,10656,10918,11021,11071,11185,11366,11409,11663,11980,12248,12419,12909,13138,13209,13289,14470,14469,14721,19546,9647,14695,15701,17213,15652,15852,15854,15856,17333,4990,15007,4999,7153,8413,8556,12322,12324,12328,12329,15060,15910,16089,16498,16593,16724,17062,17379,17604,17668,17796,17965,1975,3242,7771,8980,9116,10005,10005,11342,11698,12682,15097,8545,14519,17274,16839
662	5054,2667,8615,9673,10357,10832,10357,10832,5331,11263,11768,12419,12220,6761,12028,19392,10708,10708,13514,13929,12739,15247,13974,15310,11623,208,1806,14011,14792,3894,4863,19663,20235,14968,6602,10167,10167,13638,14497,13788,3861,12198,13686,14380,14940,6187,13772,12199,12366,767,1796,4313,5107,1112,2926,13070,12647,15787,16623,13494,1902,6962,4840,5466,8565,1245,5100,2868,10571,10571,71,661,17382,340,2612,14983,3319,1148,17145,3180,8311,11562,11557,13365,14825,5286,8990,1599,16721,14495,3537,15080,4241,9446,20164,6488,7232,8143,9424,3888,5006,7348
663	5036,10749,10749,11108,12057,20514,12743,13370,4519,10303,10303,5266,3179,3784,1563,13922,14004,5560,9808,9808,14726,13774,4925,5222,13501,14488,14895,14987,12827,14786,3201,9647,15158,3937,13421,13207,3038,3504,15251,15831,16658,71,14813,14505,15782,15830,12923,3301,11069,14338,12157,14695,15080,11422,16127,17523,15104,17745,6420,16113,17963,15617,16466,1652,12742,17109,16037,18793,18986,18991,19077,18916,18901,19095,19457,9960,9960,19336,19806,15835,19591,19642,20257
664	4512,3459,3935,6045,3159,4143,5787,602,3068,4047,7095,8491,695,8486,2214,8942,7895,1251,7086,1193,11245,2586,7851,1056,8017,72,10204,10204,2042,10459,10459,2990,1273,8551,11401,3131,756,4288,1322,1265,12871,3369,12247,9059,9245,13647,1579,3048,12321,14404,13267,1165,10601,10601,1205,6582,14942,12257,3911,5536,15218,13931,1682,9276,16192,16209,13019,3479,2441,138,9882,9882,846,6318,15490,1046,16375,4615,3090,2430,15944,1612,14281,14259,13512,892,1150,6034,1678,17640,9958,9958,773,1438,17575,470,11813
665	12137,71,15598,15162,15487,15595,14777,15377,14872,14785,15899,13716,16036,15946,4276,13772,15782,5051,11958,16215,11498,15560,14948,15589,4073,16208,15640,12001,9730,9825,9825,14492,16258,10676,10676,15088,14940,15227,13189,16245,14806,16634,16708,13126,16407,15534,15104,13863,15635,15692,14803,16461,15952,4249,8475,16331,16464,16209,16181,15749,16547,99,15364,15698,16643,16261,14489,15885,15218,16160,14804,16560,16661,14814,16367,14807,15156,16055,16551,16437,15297,12985,15500,16790,16792,16639,17058,17158,17139,17202,16061,15916,16802,17156,16795,16167,16615,17635,17410,16968,17239,16318,10919,16555,13145,17085,6801,17082,16174,17096,17605,17683,15884,17686,16556,17074,14911,16439,12056,16127,17589,17685,16623,17499,18026,17610,15833,6393,16742,17582,606,17619,79,2969,10863,10863,13746,14788,14451,3393,15557,6504,8992,18109,18089,15843,18633,19011,19075,20086,20165
666	3816,1756,8720,182,1597,12883,12563,7051,6165,6845,11283,9218,508,11498,9958,9958,1153,12142,12411,13172,11968,13529,13056,13369,12648,13278,13590,1289,13857,14276,10862,10862,5811,4414,71,14226,14584,2316,14650,14720,16215,9079,9321,14808,1290,15104,16639,9802,10043,10043,17644,7728,17835,6447,6492,15489,2995,18521,18657,19456,9875,14823,18860,9575,20545,7593,20009
667	4042,5036,7636,8493,8533,5064,5109,6274,6835,8782,8800,8662,4795,7568,2157,3279,5040,5051,5589,6458,500,5081,6475,9208,10690,10690,19615,20256,5102,5168,6583,8351,472,2315,6388,6687,9079,9794,6513,8242,20205,3574,1600,585,970,5028,8426,9488,2190,1119,6572,4073,10605,10605,5058,9425,2021,9524,9685,8860,4168,6551,8177,5087,8211,9283,8422,7204,4992,8339,9406,10304,10304,9803,5098,7416,9453,5266,9313,3311,3326,7686,10089,10089,5067,10185,10185,4375,9254,6507,649,8486,10756,10757,10756,10757,7308,10441,10868,10441,10868,10533,10533,8257,9888,9888,7162,9275,10054,10054,10629,10629,2181,7272,1003,9107,767,7377,8913,9780,1051,5672,5134,1596,9751,11310,3049,6952,7819,11379,1872,9706,10380,10380,10187,10187,5084,8534,11782,11102,11536,232,11609,11730,10919,10508,10508,11486,3686,11440,11112,12099,11764,10060,10060,11075,7228,11756,19975,12190,11972,556,11560,1081,1330,12526,10695,10695,1561,11198,11155,12471,12423,12274,11272,11482,12599,11652,6740,7630,11993,12743,8718,12026,12756,12781,8029,12204,12708,10052,10052,11086,12794,6427,12851,12484,6898,10324,10324,7180,12763,7751,12271,12592,12033,11840,2244,9138,10407,10407,3342,3092,4892,6017,6505,12846,12479,12100,8445,9139,13067,11484,12963,12692,13105,11498,13097,11563,2389,11975,13022,12845,12444,7154,2792,9676,12178,13375,12714,13123,3435,6330,12899,13358,6370,13147,1486,6284,6656,13445,11869,13359,4867,12985,7417,13698,7800,12898,9058,9056,13499,13855,13843,13360,9307,13502,13044,13797,13639,13703,13296,13678,14280,13790,13204,13362,13145,2243,4149,13640,14103,13927,14270,13069,14070,3862,12157,14003,14262,14136,14169,13309,13926,14331,14166,1680,14420,13501,13922,13789,13785,14086,17967,13972,14598,13930,13650,13775,14868,14643,15024,14459,3734,14987,14194,11330,13220,13931,15021,4856,15162,8927,15218,1194,14881,14988,15132,14942,14647,14191,14147,14767,15123,9825,9825,14768,15309,13767,15492,15487,14788,14496,15227,15130,14777,15557,10721,10721,2927,4852,15635,11401,15899,14007,14185,15564,15751,15692,14799,15558,14452,4819,686,859,15936,15638,14637,3062,2743,11887,14940,15749,11222,4804,5111,15640,16107,16209,15350,4105,16331,2205,15251,5609,15190,14814,16407,14497,14819,15895,16464,16332,2418,16085,16292,16547,16477,15831,16365,16658,15069,2543,15873,19569,15857,16561,16700,16180,15839,16802,16903,10676,10676,16731,2341,13421,16235,16608,16177,15884,16790,16549,2384,16987,16563,17188,16543,728,3998,17102,10811,10811,14746,16043,16387,17032,15823,16146,16759,16505,17437,3871,16669,17068,17619,16554,17110,17582,17332,17818,17745,17689,17685,17221,745,16807,665,4739,819,9649,14143,1887,6062,14495,17084,18026,781,3529,1392,17833,4041,2301,5390,919,1260,7186,10863,10863,4512,3639,18170,18109,2386,3946,6615,17711,18205,18339,18258,18358,9375,3380,7104,3426,18385,18570,17403,18575,11648,16245,18231,17497,17939,18268,10468,10468,15843,9843,9843,12850,18899,18633,19095,2514,3626,18986,19011,18991,19123,19157,19336,19058,17864,19170,19534,19457,19550,19582,19177,19469,17962,18419,19652,895,19542,19744,19887,19367,19839,19075,1180,18926,17499,19885,16174,20043,20111,20101,20182,9500,19485,18313,20232,20397,19737,20097,18852,20541,3769,20509
668	2939,5378,5535,1717,4819,5324,2004,4609,2358,1001,3434,2582,2707,4147,3131,344,3447,2109,2607,604,1122,2912,3928,4579,1653,3348,3720,4204,5204,5369,76,2949,375,2488,4339,4382,4758,1454,3919,4168,5143,1837,2637,1446,2629,1525,491,1761,6160,5514,376,3040,5713,3163,976,3780,2847,2008,1638,3342,4757,16206,1080,1285,4235,5847,4727,3760,871,5564,2317,3159,2258,723,5536,4286,1646,3302,6011,5897,6161,6189,2203,1111,6178,2697,873,858,6081,1651,2904,1059,4880,6475,1557,1526,738,939,165,591,6753,3322,1079,864,2824,6657,6779,6783,146,72,4500,558,2914,582,1340,1171,7518,7514,7510,994,7580,918,1881,7978,7924,2595,4969,4221,8242,819,458,8663,8542,8765,8714,2799,2608,9427,9532,9545,9710,952,10008,10008,10113,10113,10431,10431,10423,10423,624,11098,504,13350
669	3131,3955,148,3935,72,3611,673,2610,2246,317,4197,1102,4329,4301,3826,4073,5266,1081,732,2666,2602,5133,119,5463,5356,5737,3963,5924,344,4918,2708,4402,6378,5740,278,5789,1024,2243,4149,4915,2829,6213,3531,687,3427,6504,938,301,6779,3934,6157,3728,3830,7094,2677,4014,1873,8533,585,5081,9009,19615,20256,4512,2341,9627,9730,2474,3479,7429,9989,9998,9989,9998,9944,9944,10605,10605,10184,10184,187,198,11232,8748,7808,11198,11162,11423,7378,12592,12800,15239,12405,12815,13018,13149,12997,13019,15229,15474,773,15350,16114,16869
670	994,4500,875,2673,1251,1278,3455,1045,1090,293,1152,82,6009,956,4113,2276,3081,3928,4579,1012,2732,762,4430,216,232,1526,2249,2042,501,1680,723,2944,2610,3100,238,624,11761,1071,3555,11600,3347,3098,1092,2461,1898,4184,3552,1111,1001,1800,1515,608,1657,2267,3063,1069,2914,914,89,682,1592,7387,1395,1411,1456,1447,2720,671,316,1952,1953,102,2008,2021,2447,1598,2106,2549,93,2570,4235,2099,511,71,2175,1130,5212,1104,2904,1509,1113,1550,1349,3759,1338,1293,3136,1794,2144,881,233,633,1078,3287,3638,2005,2575,1160,588,6755,1874,640,325,1085,4232,3015,645,1136,4313,2954,1525
671	618,5235,1799,371,5600,980,4965,252,586,1481,102,1241,4863,979,3200,8994,9253,246,5659,10256,10256,2852,4117,679,3058,1128,9832,9832,11394,822,695,4983,6563,10651,10651,89,89,921,10651,10651,5058,859,1112,11214,11631,10651,10651,93,12357,2096,5098,10437,10437,9965,9965,9998,9998,120,10651,10651,3098,1937,7403,308,220,765,11764,12547,13625,12041,10277,10277,13354,13373,6086,10033,10033,2547,3544,13642,14290,5948,4825,4825,13182,13182,9712,12913,12647,8311,13078,8578,14789,551,3894,669,12176,1019
672	2926,5076,7272,1486,2946,4368,4397,8861,9124,390,4206,6564,7989,8218,11007,713,8992,319,6382,649,10184,10184,5027,193,8762,4887,15698,16643,11600,3050,2226,3725,6625,2417,9786,15058,2157,6291,4866,3586,3338,5519,4992,12916,5010,10320,10320,13646,15350,13497,79,16215,5672,13189,598,6835,14819,15895,4375,16346,4356,5534,3693,12885,6791,7008,16326,8821,1925,13375,198,9001,10918,12696,3012,10351,10351,1497,13104,13687,14459,4773,11702,1782,1251,8589,3574,10524,10524,11472,13772,247,4875,14940,1598,3075,8759,13103,13789,13502,2037,4427,1174,14496,16382,11429,7629,7994,9284,4307,14775,15214,200,9822,9822,7243,12920,213,3613,11213,4864,499,2640,16705,11609,14598,4058,3183,12370,13018,13621,13785,17445,7568,12743,6632,5051,15988,6746,895,316,6502,14781,3838,12963,1799,12323,8457,5015,17635,4347,5036,4238,5081,6092,6897,19615,20256,13360,10161,10161,15158,5019,14395,10304,10304,6762,7912,10092,10092
673	10343,10343,10921,10613,10613,2584,10624,10624,10167,10167,1442,7768,567,1194,9201,1562,7921,1198,4713,842,2021,10159,10159,732,8187,8157,395,856,1569,1187,10704,10704,11438,11445,10934,11575,8951,11385,11661,10718,10718,11353,6009,11536,11730,2417,9786,11177,1434,11782,1153,9199,9250,363,811,1638,10223,10223,10919,11490,2543,7201,7237,1706,807,12024,11942,10719,10719,11564,12118,17381,12377,12718,12477,14281,19334,11563,12270,2472,12511,13190,12845,13126,13369,3566,13201,290,3789,11613,13122,1983,13245,12273,13688,760,759,12920,13694,13753,13700,13703,13359,2488,12558,14039,14080,3131,2432,2452,4441,11901,14308,12437,14533,18121,14086,14534,17967,14082,14668,15034,13778,17822,14875,14986,15016,14988,15047,13764,15046,14881,15187,15162,15218,17017,15139,14603,14352,1655,15306,14488,14493,14491,14496,14872,15356,15168,15442,14452,14828,15543,15753,14806,16634,16079,15589,14492,16327,4671,16328,15403,15760,15949,16361,14101,16461,14819,15895,15749,15947,16362,16655,16754,15948,16546,2990,16950,16788,3865,16550,16794,16054,16793,16681,17396,17240,17635,284,2594,17516,17724,17085,17808,17895,18045,3318,17561,5225,17687,18203,18043,18170,18204,7573,18313,17576,18320,18663,18771,17241,18734,18863,18992,19045,14918,18773,18991,19264,19011,19221,3449,19157,19366,19323,19415,19582,19551,19506,2499,19618,19745,19534,15397,19839,18876,19899,19806,7776,3928,4579,20178,20159,20111,20060,20270,20268,857,19176,20494
674	4884,4895,4967,11056,5838,5880,5874,5881,4893,4881,5929,4908,4961,4917,6213,4855,4875,6051,7341,4888,5924,6117,5889,5894,5897,4897,5993,6073,6180,4894,1855,11673,6191,6201,6199,2538,3868,5653,6152,93,5980,6614,4933,4960,6272,6502,6526,6504,4963,6265,6552,1646,1794,6291,6315,4915,6345,6382,6353,6410,6388,6378,6250,6440,4863,19663,6274,4926,6563,6513,6590,6235,6573,6583,6622,3928,4579,6591,6589,3919,4775,6684,4946,6746,6803,6814,6592,6889,6892,5883,3490,4931,4992,4972,7013,4953,6092,6897,1079,864,1768,3131,11585,4727,1638,6959,1653,2837,4170,4970,7123,7211,1526,7173,7192,2824,7190,7200,1024,918,7237,7272,7257,1587,7315,3455,7302,1302,1595,7310,7431,7261,1849,2094,2788,6074,7583,2831,7062,7306,4864,5935,6010,5022,1008,11662,7046,2708,6908,1784,7512,1447,4147,4993,7593,4945,6022,1059,465,7548,4758,4988,5042,4943,7115,7565,7701,1395,2697,7528,2916,11000,7794,167,7921,7906,353,7719,7807,8097,1065,5104,1159,1092,1136,4995,20224,6189,4601,8205,4308,4690,4509,8187,7996,7993,2200,7508,7737,816,6043,12841,1012,8383,1033,8035,7978,4452,7989,3432,5103,6666,8533,7666,5109,8493,5029,5675,5036,5113,20308,2266,7799,1722,2799,8992,8782,2132,3463,5051,3963,1262,9208,10690,10690,5040,5081,19615,20256,9213,9079,5070,9236,622,9352,8815,5076,9281,8745,5062,9472,9375,9470,9479,8854,9648,8638,9551,9627,9717,9818,9818,2608,5091,9059,5043,9730,5054,9964,9964,9814,9814,2642,5087,4852,5153,10011,10011,9998,9998,5365,10605,10605,624,10184,10184,2372,11138,652,1135,2191,10921,10055,10055,10811,10811,10853,10853,11007,10911,10911,10439,10439,10182,10182,9376,11029,11041,10519,10519,9182,7808,11330,11255,9894,9894,11423,3871,4288,11536,11198,11353,247,11022,11178,11876,11415,10731,10731,11486,12001,2488,11935,12135,11993,7776,10843,10843,133,187,12219,76,20514,12210,12401,2592,12197,12601,12632,12237,12792,9446,20164,12382,12791,12756,10149,10149,12708,12781,2838,12794,12370,12592,12880,11789,12684,12395,12800,12055,3311,3326,11547,7518,5671,7914,577,12705,15269,12845,12511,13165,13173,879,12306,2145,8094,12281,841,13504,13673,13477,13677,13797,13360,13710,13359,12199,13700,13881,14126,4814,12302,14163,14166,685,5526,6939,14412,14408,14533,18121,14596,14766,14714,6122,14298,13636,3834,14538,15016,13647,15043,14643,13143,15218,14999,14488,13773,9825,9825,13767,15306,14489,14007,14496,15128,15129,15305,3889,15372,15168,11622,15636,294,4264,14356,13900,15623,15560,14806,16634,14822,15916,14940,12681,15898,15943,16805,17049,16318,15993,16546,16608,16620,17237,16484,5930,17936,17789,17110,17221,12361,117,17621,17619,15284,18722,17753,8859,1750,2105,13861,18986,19056,19060,19148,18980,15354,19777,15841,17743,20043,19960,19417,20289,20376,4429,20515,14283,18192,17627,18062,19471,20457,19365,14243,11152,20508,12971,20258,17238,15994,18555,16266,20408,17759,19578,20317,5884,6448
675	344,456,938,1449,1486,1942,3155,3320,3853,3961,9862,9862,2636,3321,3340,3835,5166,7948,5267,3019,5649,5988,3722,176,352,1315,4864,1597,2504,3906,5699,5698,5636,8400,5965,187,7441,3868,2814,6760,7568,1930,5903,5824,1879,4427,122,954,5831,3114,5107,11621,19507,719,2779,7216,2401,288,612,5060,8978,9044,703,4253,4888,128,200,9822,9822,703,4253,5298,951,9362,9294,9423,9224,3378,4496,4931,5285,10596,10596,5026,9045,10647,10647,7544,2767,3423,3460,7448,4087,8121,8930,10613,10613,7905,1642,2183,7989,3997,1496,6086,5705,3249,308,2618,193,8784,15264,1516,181,2344,5538,11289,3871,4626,9806,2364,7638,1883,5821,11240,183,5612,7477,1965,2940,5051,4956,5630,5106,12123,11392,2377,3009,76,882,2347,3706,4710,3235,7660,6572,18679,186,618,962,3381,3888,5235,8457,10776,10776,4375,6572,8627,8769,12134,938,6884,5040,5297,2950,7962,12315,4575,12491,12347,9698,12318,9446,20164,14535,15382,3148,3908,15571,15462,15294,223,15490,4596,773,12430,14892,15411,15738,15794,5794,2778,15295,10363,10363,16355,16370,465,1771,16362,16266,16684,17206
676	4073,1930,4094,8629,83,1196,4468,2985,3947,1072,970,5325,1262,3804,213,4684,2554,673,3693,596,3953,806,4918,2836,3877,4480,10029,10029,5196,4450,4860,378,1726,1864,5880,11645,4945,4963,4883,4509,6152,4869,4292,6657,7106,3078,4042,6228,6475,5780,579,284,5077,1343,8992,5070,5040,4303,8386,3898,10605,10605,10185,10185,10184,10184,3469,3853,9862,9862,10628,10628,10182,10182,927,4833,10179,10179,4601,76,11353,11162,11022,1910,11486,9442,10843,10843,7328,5737,12743,12138,11563,13477,13823,14868,15305,13512,15560,15638,7002,5664,3164,14777,1621,14819,15895,15749,16318,15956,15736,14268,15884,12592,16608,16437,3098,17610,17685,17190
677	3256,2970,2961,4707,1368,2404,2959,4736,907,2750,4740,375,399,408,3532,5611,12150,6062,5805,4215,3324,808,6031,5945,2606,1004,3511,4464,442,3626,4204,4819,1060,2692,6082,1829,2816,387,390,5493,5672,4339,4382,1930,1887,673,4094,8629,2847,3720,3827,3845,5165,11881,4817,4475,3627,8845,4193,133,2229,4883,4227,4448,3380,6029,3655,3990,5834,5873,4038,455,5129,4172,595,3029,6174,5541,6011,2413,5850,5653,2429,3342,3444,4505,1506,3348,5573,3613,11213,4073,1007,5927,3426,4443,2793,4591,531,6073,5535,5190,3752,5847,963,4752,4747,131,4390,5757,5279,151,3529,2177,6047,6055,5324,5348,6185,3721,180,3771,2814,3982,3842,3560,5985,1942,6250,4264,6525,6016,1355,1166,3747,5295,4919,2326,2571,5398,3741,4070,4491,76,2256,2319,1059,3083,4951,6189,6205,5967,3451,2573,4564,2592,6458,2500,3559,656,6459,1024,3729,5853,148,5220,5000,6345,2243,4149,159,3338,5519,294,376,4541,4679,6680,6107,2848,467,4775,2949,4786,4968,4915,4372,4927,3135,368,6826,6671,6617,6864,4168,6687,5354,3312,593,5514,3728,6014,5328,3637,5636,6374,2010,4946,6887,8082,3951,834,1493,667,1137,2457,7105,4197,2308,5796,5838,6630
678	1530,4722,9128,13814,13817,15196,513,5462,4298,6884,4476,15794,187,13621,13637,4533,2916,14849,618,1050,3412,3994,5235,14808,14946,1375,4238,13460,14917,8157,6196,135,11560,10054,10054,5484,293,14428,15689,16515,586,2817,16270,16741,284,893,4004,8193,864,2683,18672,4893,787,1187,11817,427,1606,8693,1131,9207,583,9748,12238,19174,2090,3923,19618,7169,956,15128,15129,800,20270,18226,20507,93,4185,9125,669,12176,11420,78,3969
679	168,8277,9696,3601,3982,3212,10307,10307,3133,8851,2565,8828,11834,1574,8591,12829,1699,12448,13140,3625,8767,13229,136,13679,7569,5371,126,14439,15128,15129,6237,14177,9002,16121,15799,16139,5573,17482,17558,15881,17770,3310,18422,7641,3278,4342,3615,4453,18652,9771,4541,3193,11418,19982,2354
680	13077,18980,12794,13145,10605,10605,16608,5048,6308,184,7354,3816,4377,4850,18644,5093,15949,13190,15350,3335,4335,8055,11563,17221,2819,11483,19976,5980,15845,12370,3820,200,9822,9822,4965,194,9978,9978,249,17610,16215,4358,17105,1054,15948,20201,12917,18231,14897,18096,5489,6107,2009,4886,12282,14801,5010,2793,4591,15840,12287,14827,15695,12301,17660,7856,79,16054,4369,6378,15843,196,6165,17405,13421,10184,10184,12708,11099,18657,19456,18090,4291,17619,14814
681	17011,15283,705,18577,623,1423,1481,5933,11116,17065,2331,4431,12168,13126,3044,3574,13848,8567,14234,16461,3942,555,13738,16984,18668,10437,10437,19582,894,929,1603,5956,2244,3338,3838,5519,8720,79,177,20082,2992,3365,14514,6172,3052,3905,17576,20187,20182,14550,19960,7910,20306,5633,2636,2025,2619,7571,13772,16347,16549,19216,19489
682	16974,17129,18663,4027,7073,13222,18584,2428,112,196,6913,8445,9139,9978,9978,11156,12605,13099,14951,15826,16139,17107,17493,18269,18657,18887,19456,8423,8939,14665,79,12206,19274,13294,14645,17139,8443,14925,17866,14209,12943,17660,18635,9483,19319,12027,16127,16714,18970,19216,19041,6420,4409,4587,4616,14386,18896,19645,19856,19901,20109,20219,12371,15840,13767,16346,20724,14775,18147,7179,14270,19258,2305,19190,18128,18843,18273
683	11112,20382,348,4238,4983,11483,11550,13797,14380,14696,16054,16346,17079,19976,20020,79,894,1027,1782,1999,2819,3566,4086,4375,4471,4910,4943,5063,5095,5106,6602,7354,8071,9217,9841,10069,9841,10069,11545,11552,11780,12058,12309,12487,13305,13566,13638,13767,13923,13974,13987,14500,14695,14782,14790,14806,14799,14810,14815,14827,15127,15128,15129,15640,15689,15695,15840,15939,16020,16279,16549,16634,17457,20205,2834,14792,6776,12370,12777,15841,17084,17605,17776,17851,13702,2634,4615,5176,6285,18647,18980,17870,18226,127,3671,18644,19411,3345,4567,17865,508,1081,1993,15626,18294,2827,18138,1300,2381,3843,4379,8548,19990,5932,16233,11720,16130,16960,17660,19516,19561,19674,20358,18700,212,1024,1254,697,15725,17861,262,12570,19448,9804
